ticker	cik
cvlg	928658
dgica	800457
brg	1442626
evi	65312
min	826735
aomr	1766478
lmrk	1615346
vktx	1607678
hawel	46207
anzu	1840877
btcm	1517496
twnd	1814215
ezpw	876523
aehr	1040470
svfc	1837240
dpls	866439
insw	1679049
ssti	1351636
pmx	1181506
allt	1365767
gan	1799332
itic	720858
xxii	1347858
bym	1181187
dsm	855887
puyi	1750264
mrns	1267813
utmd	706698
jro	1289213
free	1753706
mpx	1129155
artna	863110
glsi	1799788
hcar	1824846
wprt	1370416
incr	1857030
dtoc	1839998
og	1829949
faca	1839550
joff	1824149
claa	1837739
best	1709505
pfdr	1839132
nrp	1171486
alt	1326190
kor	1507964
howl	1785530
aef	846676
amnb	741516
pbt	319654
noa	1368519
gilt	897322
flmn	1703785
asa	1230869
prsr	1825473
ipha	1598599
iii	1371489
wsr	1175535
sgu	1002590
cnd	1824301
cznc	810958
nodk	1681206
stks	1399520
usx	923571
plmi	1840317
sb	1434754
muds	1820727
byts	1842566
pasg	1787297
crge	1277250
jnce	1640455
axgn	805928
rmm	1771226
scpl	1760717
cps	1320461
nstc	1835817
glad	1143513
sy	1758530
gwrs	1434728
next	1612720
fsii	1822711
bcov	1313275
fof	1375340
nev	1469392
lca	1844642
sd	1349436
hbmd	1390162
bsrr	1130144
sft	1762322
senea	88948
valu	717720
smbk	1038773
csta	1834032
anac	1829558
pmgm	1837607
zom	1684144
kplt	1785424
joan	1834585
hyac	1819253
peo	216851
cnty	911147
ncz	1227857
rrbi	1071236
atax	1059142
btcs	1436229
mmt	809173
sdac	1837248
crtx	1662774
cste	1504379
sor	91847
dsx	1318885
igic	1794338
care	1829576
ctra	858470
tcmd	1027838
oia	835333
crd-a	25475
myj	884216
tcda	1595585
curi	1776909
hmco	1829042
bsn	1815805
glo	1350869
itegy	1579597
ssaa	1830547
alpp	1606698
ever	1640428
meip	1262104
aggr	1842329
tnk	1419945
orrcf	1390352
alto	778164
asg	786035
xbit	1626878
mcr	851170
rlgt	1171155
ebet	1829966
ufi	100726
gtyh	1682325
ello	946394
dhca	1838163
pfl	1244183
tpgs	1840927
ctt	1341141
cem	1488775
pmf	1140392
bkt	832327
gbli	1494904
jwel	1805594
ttsh	1552800
frst	1325670
kbal	55772
esm	1841420
vtgn	1411685
cue	1645460
th	1712189
krnl	1832950
mlr	924822
cfvi	1830081
fsrx	1834336
aciu	1651625
chpm	1785041
htpa	1828817
yq	1821468
btnb	1831236
surg	1392694
cato	18255
erc	1227073
ptsi	798287
edd	1388141
hffg	1680873
nsr	813639
altu	1822366
tg	850429
gnus	1355848
jgh	1615905
cgen	1119774
atto	1606457
trit	1819876
pcq	1140411
clls	1627281
anpcy	1620678
ftsi	1529463
tsib	1832737
civb	944745
sqz	1604477
lctx	876343
tei	909112
fuv	1558583
enfa	1828972
gpac	1831979
cbnk	1419536
cova	1837160
srlp	1525287
chaa	1838293
bny	1137390
ardc	1515324
nunz	886093
dzsi	1101680
amsc	880807
bned	1634117
ins	320340
blua	1831006
ejfa	1839434
dgns	1827075
mpb	879635
mogo	1602842
blpg	1416697
hgen	1293310
adag	1818838
fpi	1591670
hyi	1497186
lcut	874396
amyt	1783010
osbc	357173
sttk	1680367
kiii	1826059
tyg	1268533
kmf	1500096
qd	1692705
adn	1744494
dhbc	1838176
kalv	1348911
apei	1201792
acv	1636289
hbcp	1436425
amam	1836056
clrm	1831937
gamc	1841125
cncn	1191334
fwac	1847874
dbo	1383058
eot	1454741
ivan	1819142
olma	1750284
klaq	1823323
tzps	1823481
ftcv	1829328
lsea	1721386
aurc	1835856
dnz	1830374
avnw	1377789
tinv	1820144
akts	1584754
ryam	1597672
sgc	95574
sjt	319655
arrw	1835972
lcaa	1841024
fiv	1687081
pcyo	276720
cinr	1575051
wpca	1836075
psf	1498612
wimi	1770088
tci	733590
bmea	1840439
axti	1051627
fthm	1753162
aud	1067837
vbnk	1690639
stly	797465
llnw	1391127
fldm	1162194
ht	1063344
pcb	1423869
stem	1758766
ccac	1794621
lnd	1499849
clnn	1822791
fei	1556336
kinz	1820875
cpsr	1805087
adex	1830029
jrs	1158289
idba	1824036
rain	1724979
rcel	1762303
dbvt	1613780
pfis	1056943
hccc	1822935
mdh	1823143
cptk	1827899
tmkr	1821606
mta	1722606
selb	1453687
ader	1822912
natr	275053
fmiv	1842916
infu	1337013
acet	1720580
ipldp	52485
actd	1842279
dhhc	1830188
swet	1828914
kio	1515940
pow	1829427
epwr	1825720
eac	1832765
vtiq	1823884
kavl	1762239
bolt	1641281
lotz	1759008
nvsa	1838433
tk	911971
mci	275694
atvc	1831874
pvbc	1778784
iiii	1829889
xpoa	1821742
solo	1637736
nmg	1649752
piai	1819175
bnft	1576169
disa	1838831
epzm	1571498
hrzn	1487428
fnlc	765207
ghl	1282977
bgh	1521404
myc	882152
gpp	1635650
kulr	1662684
ebon	1799290
brbs	842717
mqt	887394
ff	1337298
brt	14846
aout	1808997
wia	1254370
clvs	1466301
tti	844965
ltcn	1732406
uroy	1711570
cto	23795
egan	1066194
advv	1698519
sar	1377936
nvec	724910
rcs	916183
fmao	792966
smmf	811808
pbfs	1769663
puck	1836100
true	1327318
camp	730255
svok	1828672
vra	1495320
mvt	897269
atro	8063
ipvf	1839610
mile	1819035
emo	1517518
yi	1738906
cdxc	1386570
gsaq	1823707
isos	1840572
xair	1641631
mic	1845290
cfv	1828049
hlah	1826814
nrxp	1719406
fssi	1822862
cru	1825497
vpcb	1840792
cffe	1839530
vpv	895528
clas	1826855
vpcc	1841408
repx	1001614
macq	1838672
stre	1838361
ipva	1839608
vtru	1805012
cybe	768411
ssss	1509470
whf	1552198
fct	1282850
thtx	1512717
rclf	1833498
asxc	876378
soi	1697500
gf	858706
spxx	1338561
qmco	709283
abus	1447028
hpx	1809353
mtac	1826667
agfy	1800637
hqi	1140102
iif	916618
mue	1071899
msb	65172
nbh	1178839
vlgea	103595
bgt	1287480
ois	1121484
bkcc	1326003
lokm	1841585
pck	1170300
oacb	1820931
plpc	80035
kirk	1056285
asaq	1819510
gdp	943861
tekk	1822027
pavm	1624326
nsrpf	1536674
nat	1000177
hmtv	1567345
mon	1828325
agle	1636282
fll	891482
mpaa	918251
nml	1562051
cplp	1392326
axdx	727207
hcii	1823033
sctc	1577445
cveo	1590584
silc	916793
cogt	1622229
tufn	1757399
plm	866028
axu	1364128
mec	1766368
supv	1517399
ithx	1828852
ppta	1526243
tgan	1715768
cnf	1733868
lovv	1605780
nl	72162
eols	1570562
ziop	1107421
aplt	1697532
inse	1615063
rlmd	1553643
pht	1166258
hiti	1847409
wilc	1030997
evm	1177161
mgu	1326390
pipp	1822835
cdr	761648
bkn	894242
gcbc	1070524
nvve	1836875
phd	1305767
moln	1745114
lptv	1643988
svfb	1837238
rvp	946563
nca	818851
dbdr	1823144
nuo	878200
nrac	1831964
twn	804123
atcx	1751143
znte	1823652
lcap	1802450
nbtx	1760854
smsi	948708
dyns	1854270
ngvc	1547459
pcsb	1691337
ajx	1614806
strs	885508
cnlhn	23426
ston	1753886
labp	1785345
gwgh	1522690
afcg	1822523
levl	1412707
caba	1759138
dbl	1525201
mfm	801961
fixx	1661998
mcbc	1053584
gp	1584547
srra	1290149
sbow	351817
lhaa	1841948
akic	1826574
kndi	1316517
cas	1822309
scvx	1794717
taca	1826991
acev	1813658
yrd	1631761
aspc	1836547
grin	1725293
cia	24090
sv	1822966
kaii	1825962
powl	80420
clpt	1285550
eex	1579214
biot	1825413
blts	1827328
aenz	1572621
opt	1815620
mav	1258943
petz	1684425
nwpx	1001385
vrca	1660334
emf	809708
noac	1824888
hoft	1077688
ldha	1842373
npv	897421
mymd	1321834
trhc	1651561
urg	1375205
paqc	1830531
arbg	1823826
vii	1826011
taco	1585583
gnac	1832250
fvt	1824434
ampi	1835636
cdak	1659352
shac	1820160
tmac	1835236
velo	1832371
boas	1838544
flme	1831481
ostr	1834226
scor	1158172
zwrk	1828438
ptic	1821075
itq	1805508
tgrf	1551286
fora	1829280
mhi	1223026
kmda	1567529
chn	845379
vntr	1705682
lchd	1715433
frsg	1842883
fen	1284940
ocn	873860
fbio	1429260
fst	1815737
bgr	1306550
vrna	1657312
dms	1725134
codx	1692415
cix	1049606
jce	1385763
cvgi	1290900
iacc	1844579
mrln	1260968
uti	1261654
tsi	809559
thma	1835567
ftf	1233087
nbn	811831
mixt	1576914
fvcb	1675644
atos	1488039
bdsi	1103021
mgta	1690585
lkco	1487839
obelf	1334388
rekr	1697851
bbw	1113809
twoa	1843988
nxp	883618
afaq	1841661
fzt	1839824
invu	862651
lgi	1278211
emkr	808326
oyst	1720725
cspr	1598674
pxlw	1040161
nxq	885733
unty	920427
lxu	60714
hcaq	1833769
seovf	1491434
kair	1824171
ltmaq	1047716
scm	1551901
picc	1835800
urgn	1668243
mulg	1629665
sbt	1680379
nsrcf	1302084
dhx	1393883
fund	825202
vtnr	890447
eqha	1826729
hbio	1123494
glha	1841734
lvra	1841383
scd	1270131
acst	1444192
hrow	1360214
dmb	1565381
pkoh	76282
trca	1840353
ueps	1041514
gdo	1472341
etnb	1785173
akus	1722271
sund	1171838
ngl	1504461
ags	1593548
kldi	1752474
orrf	826154
vtn	883265
cvcy	1127371
luna	1239819
foa	1828937
pke	76267
otlk	1649989
sonx	1407973
alco	3545
nvgi	1500122
ictsf	1010134
pdlb	1703489
nmtr	1551986
borr	1715497
pfhd	1630856
poetf	1437424
evf	1070732
onds	1646188
lhdx	1652724
alpn	1626199
rcky	895456
dhy	1061353
esq	1531031
lmnr	1342423
mtt	1454021
envi	1822691
jfu	1619544
mhld	1412100
pfsw	1095315
niobf	1512228
isle	1837997
nuw	1450445
fdbc	1098151
drio	1533998
oca	1827669
aft	1502573
fins	1745059
tschy	1614483
dwin	1812360
sppi	831547
pcom	1204413
btx	748592
rrgb	1171759
cntb	1835268
gte	1273441
nath	69733
acnb	715579
ghac	1806156
dlca	1831928
vel	1692376
mesa	810332
vhaq	1823857
mrcc	1512931
nrim	1163370
eod	1386067
bcbp	1228454
iacb	1835378
bgsx	1838666
surf	1718108
bite	1831270
fccy	1141807
esxb	1323648
athn	1840292
nhs	1487610
suns	1508171
kbrs	1411059
frw	1825739
hudi	1791725
fusn	1805890
pzc	1181504
qfta	1830795
opa	1843121
frtg	1602813
cmls	1058623
prtg	1095435
rchg	1817786
crzn	1844635
espr	1434868
lcnb	1074902
nr	71829
bttr	1471727
tcac	1801602
wndw	1071840
frgi	1534992
voxx	807707
odc	74046
srsa	1821682
zme	1838937
mepw	1627452
sbtx	1671858
tmq	1543418
fbiz	1521951
syrs	1556263
swkh	1089907
scaq	1821812
bwfg	1505732
cidm	1173204
pkbk	1315399
ibex	1720420
prof	1628808
npce	1528287
jof	859796
evg	1287498
gceh	748790
actg	934549
expr	1483510
cslt	1433714
tbnk	1447051
myfw	1327607
sos	1346610
insi	30125
ggt	921671
catn	1632275
dhf	1057861
hbp	1093082
gpja	41091
clim	1835713
etx	1563696
ihit	1682811
weys	106532
nro	1261166
ide	1417802
czfs	739421
igi	1462586
pmts	1641614
flc	1245648
esca	33488
gtii	356590
mrmd	1522767
athx	1368148
beem	1398805
mg	1436126
iea	1652362
nsl	1093428
glre	1385613
lndc	1005286
mram	1438423
ivh	1568292
awh	926617
crecf	1478035
pstl	1759774
sbii	1842729
rei	1384195
samg	1549966
ckpt	1651407
grx	1391437
sien	1551693
xoma	791908
vbf	5094
ngc	1843249
fif	1513789
tsbk	1046050
lbti	1384135
mtrx	866273
ozsc	1679817
shbi	1035092
pana	1828989
glop	1598655
ctxr	1506251
smts	1705259
cbay	1042074
hysr	1481028
nen	746514
hyb	825345
bedu	1696355
ehi	1228509
ovid	1636651
nltx	1404644
jco	1686142
xyf	1725033
ncmi	1377630
fngr	1602409
zeus	917470
aeac	1827392
drrx	1082038
mtem	1183765
aif	1526697
maqc	1844419
fron	1842223
fdeu	1646109
maps	1779474
atlo	1132651
gramf	1876945
kmph	1434647
brpm	1839360
imnm	1472012
isba	842517
immp	1506184
efl	1701167
lega	1834628
enx	1177162
rbtk	1594204
byrn	1354866
nksh	796534
bsl	1486298
ifrx	1708688
dbb	1383084
ampe	1411906
nxr	888411
nhhs	1503707
quad	1481792
bhr	1574085
pwfl	1774170
pdsb	1472091
dakt	915779
crnt	1119769
emp	66901
ih	1814423
smti	714256
mxf	65433
goed	1810140
tvac	1820566
tcfc	855874
lazy	1721741
bdtx	1701541
acrhf	1762359
chmg	763563
wneb	1157647
dsac	1823466
fxe	1328598
lnfa	1823575
aveo	1325879
gapa	1839121
aqst	1398733
lqda	1819576
pmvc	1807765
vtaq	1822145
mpa	891038
qtnt	1596946
apen	1251769
gbox	1419275
gcac	1498233
aty	1861233
mtnb	1582554
cvly	806279
evbn	842518
nisn	1603993
emx	1285786
trec	7039
groy	1834026
fgbi	1408534
vhc	1082324
ctso	1175151
wlfc	1018164
pgrw	1833213
wism	1756640
ksi	1843351
icbk	1470205
inka	1826671
cwbhf	1750155
nc	789933
enj	71508
oxsq	1259429
inb	1395057
nwfl	1013272
viot	1742770
clsd	1539029
plxp	1497504
cece	3197
phic	1825724
crdf	1213037
ltrpa	1606745
snse	1829802
vwtr	830122
hbb	1709164
achl	1830749
ctic	891293
opp	1678130
shmp	1465470
nls	1078207
dla	1101396
eigr	1305253
phun	1665300
mrbk	1750735
bsvn	1746129
ltrx	1114925
alya	1734520
apcx	1070050
rmbi	1767837
tsq	1499832
litm	1769697
viao	1769116
nhic	1852931
impl	1445499
mhh	1437226
cntg	1757097
ft	833040
qipt	1540013
teaf	1704299
drtt	1340476
empr	887396
opbk	1722010
cydvf	1394039
fhai	1309251
glq	1316463
pim	830622
hglb	1622148
kf	748691
tlmd	1791091
agmh	1705402
aprn	1701114
ocx	1642380
stal	1614556
hsaq	1814114
smlp	1549922
mfin	1000209
gstx	1497649
cwgl	1562151
ear	1719395
vmd	1729149
nanx	883107
harp	1708493
abti	1442999
nak	1164771
frbk	834285
bcml	1730984
hurc	315374
cofs	803164
prtk	1178711
thca	1773087
bwg	1504545
ecf	793040
aryd	1838821
tcrr	1750019
pfd	868578
apto	882361
atxg	1650101
mlyf	1801762
txmd	25743
ger	1612875
pine	1786117
flxs	37472
wve	1631574
tga	736744
niq	1564584
hie	1519505
cmcm	1597835
dnay	1850079
tuem	878726
sldb	1707502
gldg	1538847
smid	924719
pirs	1583648
mlp	63330
infi	1113148
inmb	1711754
piivx	1557265
ntg	1490286
nnbr	918541
vinc	1796129
celc	1603454
ataq	1841004
mreo	1719714
edap	1041934
sqns	1383395
abgi	1833764
msd	904112
iti	350868
bgx	1504234
linc	1286613
tern	1831363
bbxia	1814974
crmd	1410098
byfc	1001171
hzn	1637655
prog	1580063
ctr	1547341
tffp	1733413
hsbi	943033
xspa	1410428
usio	1088034
lyts	763532
kvhi	1007587
wrn	1364125
blsa	1823200
spok	1289945
bwmn	1847590
essa	1382230
racb	1819724
istr	1602658
fnwb	1556727
inzy	1693011
batl	1282648
hrtg	1598665
sj	1753673
aqb	1603978
acp	1503290
arl	1102238
ocax	1820175
immr	1058811
imux	1280776
iga	1332943
hlan	844959
cbh	1701809
csse	1679063
utrs	1452965
cffi	913341
vsta	1792829
essc	1760683
icad	749660
wmpn	1828376
dnif	1059213
dgl	1383055
bdsx	1439725
lbps	1830162
sgni	1023198
dmf	839122
gau	1377757
naz	892992
lrmr	1374690
ung	1376227
fncb	1035976
sesn	1485003
alzn	1677077
imcc	1792030
gwso	1430300
mhf	830487
eusg	1832505
jhs	759866
nexi	1538210
bta	1343793
cik	810766
vabk	1572334
jagx	1585608
ffmgf	1641229
mlac	1807594
tela	1561921
plbc	1168455
cbat	1117171
uihc	1401521
ftco	1828377
mnsb	1693577
egy	894627
lvtx	1840748
uone	1041657
adma	1368514
seel	1017491
mbio	1680048
gvxxf	1490596
rgco	1069533
thcc	1441082
dmo	1478102
cpss	889609
clnh	1479681
hofv	1708176
cban	711669
eqos	1790515
freq	1703647
gmgi	1437925
panl	1606909
esea	1341170
omeg	1832010
jfin	1743102
fmn	1199004
xgn	1274737
ntz	900391
slgl	1684693
phil	704172
vcka	1820190
flac	1828326
pw	1532619
genc	64472
yj	1759614
nxtc	1661059
qtt	1733298
clgn	1631487
riv	1501072
dbtx	1656536
cee	860489
snfca	318673
inod	903651
gein	1683131
mcn	1289868
ljaq	1825437
virx	1061027
vnrx	93314
wrap	1702924
gdnsf	1771706
advm	1501756
fxy	1353613
ctrm	1720161
rngr	1699039
asps	1462418
ptrs	832090
pshif	1538169
pwod	716605
enz	316253
jpt	1679033
jg	1737339
wea	1163792
anvs	1477845
ortx	1748907
obsv	1685316
hyw	1785680
rphm	1637715
epm	1006655
hexo	1690947
rvsb	1041368
leat	1456189
ater	1757715
pebk	1093672
dlhc	785557
atnx	1300699
belfa	729580
cwco	928340
atif	1755058
gsv	1321847
uoli	1081834
frevs	36840
cdzi	727273
ptn	911216
ctgo	1502377
srt	1031029
mcmj	1785592
bwac	1821146
gaia	1089872
msgm	1821175
fstr	352825
xflt	1703079
hwbk	893847
hdsn	925528
twin	100378
jhi	759828
asur	884144
mist	1408443
ueec	1096938
mbcn	836147
cmpx	1738021
nmmc	1819157
vrdn	1590750
ncty	1296774
ebac	1841258
usdp	1610682
pfo	882071
alid	1575295
ibio	1420720
ffnw	1401564
avro	1681087
nbst	1831978
mnov	1226616
gnrs	1790665
cxe	845606
rdcm	1016838
pai	75398
iwbb	1648365
vmm	895658
aaoi	1158114
btcy	1630113
heq	1496749
gbcs	727346
ds	1175483
fnec	1142129
xnet	1510593
algr	1720025
eml	31107
plg	1095052
mpv	831655
ddmx	1828957
mnp	894351
nxtd	1566826
sfe	86115
tnxp	1430306
fcco	932781
uavs	8504
usws	1670349
lptx	1509745
lsac	1869365
osg	75208
mlss	855683
flgc	1790169
bfin	1303942
calb	1752036
nbev	1579823
aptx	1674365
lake	798081
atnf	1690080
litb	1523836
usak	883945
nny	818850
krmd	704440
qubt	1758009
intt	1036262
evoj	1834342
adf	1840776
kldo	1751299
dbp	1383057
eq	1746466
cmcl	766011
scyx	1178253
cfms	1305773
jsd	1509253
oncr	1671818
glaq	1823383
finw	1856365
bcv	9521
gmda	1600847
lomlf	1509397
bene	1828735
imbi	870826
ggz	1585855
bset	10329
hlxa	1821586
mn	1524223
jill	1687932
gnss	924383
fosyf	1336835
galt	1133416
lfac	1851266
agd	1362481
ofs	1487918
iin	88790
czwi	1367859
spe	897802
vect	1836379
pbpb	1195734
ebmt	1478454
brez	1817640
emyb	1449794
mmnff	1776932
pfmt	1550695
oiim	1095348
ship	1448397
mbtc	1837344
stsa	1692830
thm	1134115
htoo	1819794
rocr	1839412
tast	809248
bmtx	1725872
sdsya	1163609
gnft	1757064
kwac	1823086
sach	1682220
sal	1060219
ata	1825254
chmi	1571776
bsbk	1787414
ovly	1431567
avbh	1443575
lee	58361
ngs	1084991
onct	1260990
flnt	1460329
fraf	723646
rmi	1746967
rell	355948
cpkf	847538
nmt	897419
atnm	1388320
bgsf	1474903
rive	1590799
maca	1835416
cgo	1285650
bivi	1580149
fkys	737875
nkg	1177219
goro	1160791
zyne	1621443
sga	886136
dcf	1627854
ncna	1709626
lmst	1358356
strt	933034
fcrd	1464963
iaf	779336
mven	894871
rfm	1790177
adra	1823584
banx	1578987
clpr	1649096
asys	720500
bctx	1610820
wstg	945983
fnrn	1114927
uexcf	1289028
chra	1730346
fpl	1589420
esgc	1532981
unb	706863
aneb	1815974
ksm	846596
vblt	1603207
uryl	1652842
smwpy	1455634
leju	1596856
xers	1867096
sbi	882300
mgf	811922
hmlp	1603016
nim	890119
bcli	1137883
crdv	1084551
fcap	1070296
gfed	1046203
ntic	875582
ihd	1496292
cfbk	1070680
macu	1805795
tjbh	1499785
fsbw	1530249
jyac	1824119
pypd	1611842
bchg	1732409
ghm	716314
rdhl	1553846
itrg	1722387
ovbc	894671
bkep	1392091
frsx	1691221
lark	1141688
erh	1279014
bq	1815021
amao	1843656
whg	1165002
wmc	1465885
cfrx	1478069
life	1339970
rmbl	1596961
gsit	1126741
sbfg	767405
otra	1821318
gne	1528356
ubfo	1137547
tggi	1891791
pcm	908187
vgi	1528811
crkm	1700357
bcel	1532346
earn	1560672
ytra	1516899
tnp	1166663
eucr	1822929
grrb	1126961
gdrzf	1072725
dvd	1017673
mdxl	1601280
acr	1332551
hnw	1388126
epsn	1726126
culp	723603
crvs	1626971
kzia	1075880
lgvn	1721484
lmao	1831868
sybx	1527599
mntx	1302028
lybc	816332
zdge	1667313
kfs	1072627
wrri	1637197
qnbc	750558
cmu	809844
ofed	1501078
enlv	1596812
synl	95953
swz	813623
cbfv	1605301
rvi	1735184
szc	1506488
pni	1170311
oeg	1108967
bway	1505065
lxeh	1814067
nh	1566469
bbig	1717556
rndb	1667161
srl	16859
tyme	1537917
resn	1579910
kala	1479419
tlsa	1723069
pnrg	56868
ayla	1797336
gcv	845611
dogz	1707303
tllyf	1689382
mlvf	1550603
spi	1210618
casi	895051
clvr	1819615
pbyi	1401667
trtk	1560905
gdl	1378701
smed	898770
prov	1010470
orn	1402829
wtrh	1653247
svra	1160308
tmpm	1823524
sunw	1172631
arc	1305168
jeq	866095
armp	921114
mbii	1441693
pgp	1318025
nobh	72205
func	763907
hcmc	844856
opof	740971
asc	1577437
aubn	750574
admp	887247
fat	1705012
acu	2098
srax	1538217
blrx	1498403
efsi	880641
aaic	1209028
ubx	1463361
ades	1515156
dex	1396167
adoc	1824884
vnce	1579157
ctg	23111
ampy	1533924
tlis	1584751
brcn	1158399
lsf	1650696
erlff	1271554
koss	56701
rbkb	1751783
ddlx	1643194
enmpy	1630511
sncr	1131554
alot	8146
exd	1480999
bbq	1021270
gmtx	1816736
smm	1534293
scph	1604950
rayt	1539778
sgtx	1821323
move	1734750
kuke	1809158
edf	1501103
pflc	1093728
inlb	1500123
enbp	1437479
nymx	1018735
oesx	1409375
bfi	1723580
pcyg	50471
bkgm	1527383
eman	1046995
geos	1001115
vihd	1676580
otic	1493566
ae	2178
cqcq	1569083
gnt	1438893
ircp	1128173
kxin	1713539
isdr	843006
mict	854800
bfra	1712641
hil	1287808
sup	95552
ftft	1066923
vygr	1640266
ipa	1715925
issc	836690
hqda	1304730
jls	1472215
pfx	1490349
elvt	1651094
htbx	1476963
hmnf	921183
fenc	1211583
arec	1590715
tour	1597095
nuvr	71557
orph	1764791
extn	1635881
hwin	1632081
mark	1368365
tmrc	1445942
msac	1836517
slgg	1621672
ardx	1437402
cncg	1005101
gfasy	1389207
neon	87050
wter	1532390
cwbc	1051343
pbip	1578776
seav	1763660
farm	34563
bksc	1007273
wbqnl	1785494
jemd	1708261
stcb	1539850
bblg	1419554
fgovf	1064052
trvn	1429560
nmrd	1602078
nref	1786248
dlng	1578453
siox	1636050
very	1575434
fxnc	719402
glu	1282957
axla	1633070
gmbl	1451448
cxdo	1075736
ela	701719
fonr	355019
crawa	47307
fvam	1823465
anix	715446
aku	1776197
cnce	1367920
qli	1779578
sfbc	1541119
ugro	1706524
lfmd	948320
nmi	830271
crbp	1595097
hyre	1713832
otrk	1136174
tzoo	1133311
vcif	1517767
ljpc	920465
clxt	1705843
liqt	1307579
aqms	1621832
angn	1601485
usas	1286973
gsmg	1738758
mmlp	1176334
intg	69422
gbnh	1735948
optt	1378140
dyai	1213809
asti	1350102
lizi	1783407
wkey	1738699
ghst	1121795
srev	1310114
pgz	1557523
csbr	771856
rdi	716634
pcti	1057083
xfor	1501697
trx	1173643
mpvdf	1004530
sls	1390478
brid	14177
mchx	1224133
elmd	1488917
ivac	1001902
cmct	908311
csbb	880417
opnt	1385508
hrbr	899394
dbe	1383062
lmpx	1731727
sanw	1477246
imv	1734768
eaco	784539
sfdl	818677
fam	1302624
cizn	1075706
cmmb	1534248
jroof	1602380
cih	1749797
ptzh	1627469
cmtv	718413
fve	1159281
erdcf	1398972
mdna	1807983
airg	1272842
nxc	885732
dtf	879535
izea	1495231
iae	1385632
asln	1722926
vtvt	1641489
afbi	1823406
phas	1169245
stcn	914712
stim	1227636
mtbc	1582982
fstx	1566373
fpocf	1177439
tact	1017303
arat	1566243
ccel	862692
fet	1401257
most	1113513
cev	1074692
ccm	1472072
mrkr	1094038
dxyn	29332
qrhc	1442236
irix	1006045
szsmf	1548536
mvo	1371782
sppp	1539190
rgs	716643
augx	1769804
rfl	1713863
slng	1043186
logc	1664106
lpcn	1535955
tmrr	1685237
acbm	1622996
verb	1566610
gass	1328919
nbse	1173281
sonm	1178697
lbph	1832168
ettx	1724344
hook	1760542
crcw	1688126
wmllf	1077640
tpz	1408201
sotk	806172
ivc	742112
ycbd	1644903
idn	1040896
ocg	1776067
eton	1710340
lft	1547546
vlt	846671
bfgx	1741257
agfs	1592016
pnf	1140410
somc	703699
prph	868278
oss	1394056
glv	1288795
neti	1587264
bkrrf	1699906
caas	1157762
ap	6176
hepa	1583771
reemf	1419806
eyen	1682639
ltrn	1763950
pei	77281
dtea	1627606
wfcf	1360565
ulbi	875657
pays	1496443
bhse	1759186
dit	928465
qoeg	1439237
lsyn	1667489
ttoo	1492674
watt	1575793
afib	1522860
agtc	1273636
psix	1137091
wwr	839470
gpl	1300050
any	1591956
oncy	1129928
asmb	1426800
fmbm	740806
zgyh	1773086
paic	1810560
cthr	1015155
ecrp	1696898
ubcp	731653
rpmt	1437283
nick	1000045
srts	1494891
rgt	1514490
dune	1817232
srga	1760173
uboh	1087456
wlms	1136294
cxh	847411
tusk	1679268
lfvn	849146
smhi	1690334
mitc	1828098
feim	39020
evax	1828253
obci	350737
dare	1401914
ncra	1756180
axr	6207
dpw	896493
boxl	1624512
itrm	1659323
asm	316888
cmgr	1389518
cycn	1755237
mfon	1447380
lub	16099
qh	1781193
sieb	65596
lsbk	1341318
ppsi	1449792
pmhg	1586454
bsgm	1530766
cdor	929545
nms	1607997
rcmt	700841
glyc	1253689
glxz	13156
shwz	1622879
cocp	1412486
ped	1141197
gsvrf	865400
loncf	1472619
utgn	832480
cosg	1706509
psti	1158780
gtbp	109657
ganx	1819411
moxc	1864055
pesi	891532
pdex	788920
cphc	1672909
apre	1781983
nyc	1595527
fjhl	850971
ssvff	1397616
wnw	1787803
actx	1096950
juvf	714712
ddf	896923
pcsa	1533743
rcar	1016708
aeye	1362190
optn	1494650
mfd	1276469
vivk	1450704
rwbyf	1744345
tkls	1429393
cfcx	1489803
gmgt	1816906
sev	1840416
ipwr	1507957
edsa	1540159
prt	1724009
ffbw	1787384
osmt	1739426
frln	1810031
cptp	202947
coda	1334325
naii	787253
dqws	1652561
huiz	1778982
pcf	810943
eea	791718
dyfn	1794287
snd	1529628
necb	1847398
spazf	1337090
aunff	1507713
lov	1705338
airrf	1476573
tsrmf	1431922
fury	1514597
nept	1401395
drrsf	1421570
occi	1716951
voc	1505413
vbfc	1290476
lway	814586
elys	1080319
pkkw	1657642
nuze	1527613
nhtc	912061
gtec	1735041
jrsh	1696558
omex	798528
evgn	1574565
gecc	1675033
pqeff	1561180
coms	1178727
vrty	1418115
cga	857949
avco	1630212
lqmt	1141240
artx	916529
lyra	1327273
snt	896494
emcf	858800
aame	8177
ayro	1086745
entx	1638097
cmpi	1651431
pfbx	770460
edi	1551040
fust	1636051
fhs	1786182
mays	54187
id	1698113
hnna	1145255
ptbs	925173
jhaa	1753217
grow	754811
turn	893739
crt	881787
unxp	1751707
bpt	850033
acrx	1427925
ldsn	1737193
nbw	1178840
jetmf	1846084
hson	1210708
nrt	72633
tara	1359931
fmo	1305197
rtsl	1575659
capr	1133869
aspu	1487198
vgz	783324
cmt	1026655
milc	1358656
educ	31667
tsoi	1419051
pbhc	1609065
tmdi	840551
ncsm	1692427
feng	1509646
pltyf	1433309
rrts	1440024
bgi	1179821
crws	25895
usau	27093
